Event_Category,Time_Of_Day,Expected_Crowd,Environment_Type,Max_Venue_Capacity,Venue_Area_Sq_Meters,Number_Of_Fire_Exits,Event_Date,Duration_Hours,Latitude,Longitude,Has_Fireworks,Has_Temp_Structures,VIP_Attendance,Loudspeaker_Used,Road_Closure_Required,Is_Moving_Procession,Food_Stalls_Present,Liquor_Served,Risk_Level
Political Rally,Morning,18616,Outdoor,19049,37679,4,2026-06-29,5,19.019001,72.776816,1,1,0,1,0,0,1,0,Low
Sports Match,Afternoon,41985,Outdoor,42463,58236,8,2026-05-12,4,19.10463,73.554443,1,1,0,1,1,0,1,0,Medium
Major Concert,Evening,7613,Indoor,8374,8374,2,2026-08-15,6,18.635003,73.754557,1,1,1,1,0,0,0,1,High
Sports Match,Evening,8202,Outdoor,23007,50216,76,2026-07-13,3,18.05598,73.01502,0,1,0,1,0,0,0,0,Low
Mega Religious Gathering,Evening,628219,Outdoor,554008,251287,3,2026-05-07,60,19.32869,73.713671,0,1,1,1,0,1,1,0,High
Mega Religious Gathering,Morning,1718517,Outdoor,1073779,687406,1,2026-05-29,25,18.199763,73.148488,0,1,1,0,0,1,1,0,High
Major Concert,Night,5374,Indoor,5911,5911,2,2026-08-20,3,18.892818,73.169685,1,1,1,1,0,0,0,1,Medium
Major Concert,Night,62519,Outdoor,66120,80387,13,2026-08-26,4,18.640553,72.876878,1,0,0,1,1,0,1,1,Low
Sports Match,Morning,63238,Indoor,63836,113724,12,2026-08-03,5,18.042948,73.704253,0,0,0,1,1,0,1,0,Medium
Sports Match,Afternoon,59892,Indoor,63185,94274,12,2026-09-24,8,18.351732,73.977618,0,0,1,1,1,0,1,0,Medium
Major Concert,Afternoon,74318,Outdoor,76012,137841,15,2026-05-19,5,18.220123,72.662717,1,1,1,1,1,0,1,1,Medium
Political Rally,Night,44767,Indoor,52545,91708,10,2026-09-05,6,18.470964,73.993471,0,1,1,1,1,0,1,0,Medium
Sports Match,Morning,3973,Outdoor,11063,23042,36,2026-06-29,6,18.007374,73.484263,0,0,0,1,0,0,0,0,Low
Sports Match,Morning,40903,Outdoor,41042,51785,8,2026-08-31,5,18.395696,73.001381,0,1,1,1,1,0,1,0,Medium
Private Function,Evening,222,Indoor,380,1469,3,2026-09-25,6,18.394973,73.499656,0,0,0,0,0,0,0,0,Low
Sports Match,Evening,4767,Outdoor,7201,19613,24,2026-05-19,2,18.23459,73.647794,0,1,0,1,0,0,0,0,Low
Sports Match,Morning,39194,Indoor,41978,60398,8,2026-05-10,7,19.050119,72.653105,0,1,1,1,1,0,1,0,Medium
Sports Match,Morning,66225,Outdoor,74705,121877,14,2026-04-29,3,18.224231,73.858924,1,1,1,1,1,0,1,0,Medium
Protest/March,Morning,319654,Outdoor,319654,479481,0,2026-06-02,8,18.303694,73.120456,0,0,1,1,0,1,1,0,High
Political Rally,Morning,46821,Outdoor,47268,81521,9,2026-08-07,7,18.29946,73.421742,1,0,0,1,1,0,1,0,Medium
Private Function,Morning,1359,Indoor,3904,8605,13,2026-06-04,4,18.549677,72.544729,0,0,0,0,0,0,0,0,Low
Political Rally,Evening,952812,Outdoor,800283,381124,2,2026-07-16,55,18.929807,73.280374,0,1,0,1,1,0,1,0,High
Sports Match,Night,24681,Outdoor,25705,33266,5,2026-06-17,8,18.149517,73.122057,0,1,1,1,0,0,1,0,Medium
Private Function,Morning,1143,Indoor,2945,8068,9,2026-04-15,5,19.048163,73.900758,0,1,0,0,0,0,0,0,Low
Private Function,Evening,835,Indoor,1399,4642,4,2026-06-12,4,18.34753,73.317629,0,1,0,0,0,0,1,0,Low
Major Concert,Morning,77324,Indoor,82557,105079,16,2026-06-19,3,18.985822,73.700056,0,1,1,1,1,0,1,1,Medium
Political Rally,Evening,1364128,Outdoor,1111450,545651,2,2026-09-11,26,18.119471,72.773848,0,1,0,1,1,0,1,0,High
Sports Match,Night,73842,Outdoor,84171,138467,16,2026-08-22,5,18.096992,73.062064,0,0,1,1,1,0,1,0,Medium
Private Function,Morning,1285,Outdoor,2592,5801,8,2026-04-30,3,18.309449,72.975054,0,0,0,0,0,0,0,0,Low
Sports Match,Morning,70600,Outdoor,75344,148944,15,2026-08-10,3,18.034407,73.544239,0,1,0,1,1,0,1,0,Medium
Political Rally,Evening,2309327,Outdoor,1866915,923730,1,2026-07-31,46,19.292246,72.599646,0,1,1,1,1,0,1,0,High
Protest/March,Afternoon,388835,Outdoor,388835,583252,0,2026-05-17,8,18.998171,73.309598,0,0,1,1,0,1,1,0,High
Political Rally,Afternoon,78248,Outdoor,91402,117938,18,2026-06-01,7,19.44453,73.317861,1,1,1,1,1,0,1,0,Medium
Political Rally,Night,1176177,Outdoor,917801,470470,1,2026-04-26,64,18.997811,73.523155,0,1,0,1,1,0,1,0,High
Major Concert,Evening,6633,Indoor,7296,7296,2,2026-07-17,5,19.363719,73.94472,1,1,1,1,0,0,0,1,High
Sports Match,Night,9880,Outdoor,26656,60643,88,2026-09-05,5,18.674056,72.729173,0,0,0,1,0,0,1,0,Low
Sports Match,Afternoon,7942,Outdoor,23504,85722,78,2026-05-25,6,19.080406,73.813127,0,0,0,1,0,0,1,0,Low
Major Concert,Evening,73429,Indoor,79767,134899,15,2026-04-07,5,18.070154,73.6255,0,1,1,1,1,0,1,1,Low
Mega Religious Gathering,Night,2331724,Outdoor,1922925,932689,1,2026-09-03,63,18.272558,73.791482,0,1,1,1,0,1,1,0,High
Private Function,Night,674,Outdoor,1334,2961,4,2026-06-01,3,18.615451,73.993807,0,0,0,0,0,0,1,0,Low
Sports Match,Morning,55382,Indoor,57641,81204,11,2026-05-07,7,19.292098,73.314817,0,0,1,1,1,0,1,0,Medium
Protest/March,Evening,200138,Outdoor,200138,300207,0,2026-06-03,6,19.29247,72.711762,0,0,1,1,0,1,1,0,High
Major Concert,Morning,15804,Outdoor,16756,22350,4,2026-04-10,5,18.621761,73.748249,1,0,1,1,0,0,1,1,Medium
Mega Religious Gathering,Afternoon,1515457,Outdoor,1158819,606182,2,2026-08-31,71,18.617878,73.502602,0,1,1,1,0,1,1,0,High
Private Function,Night,351,Outdoor,533,1638,3,2026-04-01,5,19.426271,73.342941,0,0,0,0,0,0,1,0,Low
Political Rally,Evening,2441040,Outdoor,1752694,976416,3,2026-07-14,62,18.808682,73.669906,0,1,0,1,1,0,1,0,High
Mega Religious Gathering,Morning,836486,Outdoor,723297,334594,1,2026-05-06,50,18.964054,73.034839,0,1,1,1,0,1,1,0,High
Protest/March,Afternoon,428928,Outdoor,428928,643392,0,2026-09-12,5,19.404549,73.56482,0,0,1,1,0,1,1,0,High
Major Concert,Night,9418,Indoor,10359,10359,2,2026-06-19,5,18.235173,73.701435,1,1,1,1,0,0,0,1,High
Major Concert,Morning,11486,Indoor,12634,12634,2,2026-06-28,3,18.435048,73.015941,1,1,0,1,0,0,1,1,High
Political Rally,Night,62399,Outdoor,73982,138025,14,2026-04-09,3,18.560388,72.688037,1,0,1,1,1,0,1,0,Medium
Private Function,Night,1148,Indoor,2442,5321,8,2026-06-21,2,18.715011,72.631944,0,0,0,0,0,0,1,0,Low
Private Function,Afternoon,1319,Indoor,2741,9034,9,2026-07-19,2,19.154843,73.35175,0,0,0,0,0,0,1,0,Low
Political Rally,Evening,30175,Outdoor,36102,51936,7,2026-05-25,5,18.028385,73.816307,1,0,0,1,1,0,1,0,Medium
Protest/March,Afternoon,290186,Outdoor,290186,435279,0,2026-05-18,6,19.447805,73.574309,0,0,1,1,0,1,1,0,High
Sports Match,Morning,5259,Outdoor,10812,22770,36,2026-05-27,6,18.724979,73.796147,0,1,0,1,0,0,0,0,Low
Major Concert,Night,19555,Indoor,22153,27259,4,2026-07-20,3,18.445865,72.590803,0,0,1,1,0,0,1,1,Medium
Political Rally,Night,41226,Indoor,46702,75907,9,2026-07-22,4,18.449579,73.333144,0,1,1,1,1,0,1,0,Medium
Major Concert,Morning,32898,Outdoor,35798,51098,7,2026-06-08,7,18.173128,73.668058,1,0,1,1,1,0,1,1,Medium
Private Function,Evening,182,Outdoor,525,1292,3,2026-05-12,5,18.075815,72.522483,0,0,0,0,0,0,0,0,Low
Protest/March,Night,417842,Outdoor,417842,626763,0,2026-09-23,4,18.495153,72.94703,0,0,1,1,0,1,1,0,High
Sports Match,Afternoon,52842,Indoor,63353,114974,12,2026-04-28,6,19.383032,72.606893,0,0,1,1,1,0,1,0,Medium
Political Rally,Morning,76291,Outdoor,86426,139582,17,2026-04-30,4,18.34894,73.284414,0,1,0,1,1,0,1,0,Medium
Political Rally,Night,1300920,Outdoor,1070030,520368,2,2026-04-03,65,18.352713,72.924484,0,1,0,0,1,0,1,0,High
Major Concert,Night,63879,Indoor,67783,109032,13,2026-09-20,7,18.093737,73.187424,0,1,1,1,1,0,1,1,Medium
Private Function,Morning,383,Outdoor,1145,2783,3,2026-09-20,2,19.040341,73.174157,0,0,0,0,0,0,0,0,Low
Political Rally,Evening,10219,Outdoor,10998,13609,4,2026-04-06,6,18.752167,73.81304,0,0,1,1,0,0,1,0,Medium
Political Rally,Night,75276,Outdoor,78713,148229,15,2026-05-05,6,18.464055,73.866308,1,0,0,1,1,0,1,0,Medium
Political Rally,Afternoon,69423,Outdoor,72662,129394,14,2026-08-25,3,18.915513,72.907704,0,1,1,1,1,0,1,0,Medium
Sports Match,Morning,5780,Outdoor,8845,31084,29,2026-06-28,6,19.037342,72.894478,0,1,0,1,0,0,0,0,Low
Private Function,Morning,1215,Indoor,2945,10017,9,2026-05-16,2,19.215401,72.701632,0,1,0,0,0,0,0,0,Low
Protest/March,Evening,210894,Outdoor,210894,316341,0,2026-06-20,10,18.04788,72.790152,0,0,1,1,0,1,1,0,High
Private Function,Afternoon,651,Indoor,1411,2988,4,2026-04-05,5,18.401756,73.234148,0,0,0,0,0,0,1,0,Low
Major Concert,Evening,7589,Indoor,8347,8347,2,2026-04-22,6,19.055545,73.488511,1,1,1,0,0,0,0,1,High
Political Rally,Evening,20377,Outdoor,23371,34996,4,2026-05-23,7,18.595523,73.418076,0,1,1,1,0,0,1,0,Medium
Protest/March,Afternoon,332214,Outdoor,332214,498321,0,2026-08-19,8,18.42869,73.455194,0,0,1,1,0,1,1,0,High
Major Concert,Afternoon,6866,Indoor,7552,7552,2,2026-08-09,5,18.358349,73.510773,1,1,1,1,0,0,0,1,High
Major Concert,Night,39212,Indoor,41901,66635,8,2026-04-10,6,19.384376,73.27329,0,1,1,1,1,0,1,1,Medium
Private Function,Morning,138,Outdoor,339,953,3,2026-05-04,2,18.693542,72.534348,0,0,0,0,0,0,0,0,Medium
Political Rally,Evening,951690,Outdoor,767270,380676,1,2026-08-28,66,18.868586,73.646629,0,1,0,1,1,0,1,0,High
Sports Match,Morning,30351,Indoor,35794,60479,7,2026-06-24,8,18.104171,72.603899,0,0,1,1,1,0,1,0,Medium
Political Rally,Afternoon,32127,Outdoor,35886,68287,7,2026-04-02,5,19.013634,73.131042,0,0,1,1,1,0,1,0,Medium
Sports Match,Morning,3075,Outdoor,7338,25540,24,2026-04-02,5,19.227866,73.280004,0,0,0,1,0,0,1,0,Low
Political Rally,Morning,60384,Indoor,63376,104072,12,2026-08-12,5,18.784904,72.900735,0,0,1,1,1,0,1,0,Low
Private Function,Evening,1238,Indoor,2917,10873,9,2026-05-26,6,19.337461,73.308752,0,0,0,0,0,0,0,0,Low
Private Function,Night,1490,Outdoor,3355,12759,11,2026-08-19,6,19.466253,73.434018,0,1,0,0,0,0,1,0,Low
Private Function,Night,745,Indoor,1203,2636,4,2026-05-04,6,18.637579,73.360387,0,0,0,0,0,0,1,0,Low
Mega Religious Gathering,Afternoon,1675999,Outdoor,1119131,670399,3,2026-07-17,47,18.62752,72.76192,0,1,1,1,0,1,1,0,High
Major Concert,Night,41972,Indoor,43492,53744,8,2026-04-20,4,19.366263,73.579634,0,0,1,1,1,0,1,1,Medium
Private Function,Evening,149,Outdoor,393,1006,3,2026-05-19,3,18.551955,73.095737,0,0,0,0,0,0,1,0,Low
Mega Religious Gathering,Night,1525733,Outdoor,1121666,610293,3,2026-07-29,64,18.171676,72.928286,0,1,1,1,0,1,1,0,High
Major Concert,Morning,18538,Indoor,20391,20391,2,2026-08-13,4,19.214369,72.824514,1,1,0,1,0,0,1,1,High
Private Function,Afternoon,366,Indoor,1072,4193,3,2026-08-30,3,18.740043,73.469316,0,0,0,0,0,0,0,0,Low
Major Concert,Afternoon,19405,Indoor,21345,21345,2,2026-04-06,5,18.538983,73.201684,1,1,1,1,0,0,1,1,High
Political Rally,Night,46258,Indoor,49512,94189,9,2026-07-10,4,18.297676,73.301512,0,1,0,1,1,0,1,0,Medium
Sports Match,Evening,4184,Outdoor,11284,31419,37,2026-06-25,2,18.5061,72.984734,0,0,0,1,0,0,1,0,Low
Major Concert,Morning,7005,Indoor,7705,7705,2,2026-04-19,3,18.975769,73.459732,1,1,1,1,0,0,0,1,High
Private Function,Night,1479,Outdoor,2499,8027,8,2026-09-27,3,18.152425,72.714997,0,1,0,0,0,0,1,0,Low
Major Concert,Morning,10481,Indoor,11529,11529,2,2026-06-04,6,18.230072,73.099463,1,1,1,1,0,0,1,1,High
Sports Match,Evening,67206,Indoor,71447,119465,14,2026-04-09,7,19.309393,73.376851,0,0,1,1,1,0,1,0,Medium
Protest/March,Night,453745,Outdoor,453745,680617,0,2026-09-23,8,18.670151,73.697328,0,0,1,1,0,1,1,0,High
Political Rally,Evening,34448,Outdoor,38216,61933,7,2026-09-13,5,18.436514,73.148446,0,1,0,1,1,0,1,0,Medium
Political Rally,Morning,15269,Indoor,15338,30305,4,2026-04-16,5,18.519382,73.670211,0,1,1,1,0,0,1,0,Medium
Political Rally,Night,885525,Outdoor,709128,354210,2,2026-07-19,42,18.891422,72.654046,0,1,1,1,1,0,1,0,High
Major Concert,Night,51607,Outdoor,57910,108728,11,2026-04-03,5,18.050741,73.779661,1,0,1,1,1,0,1,1,Medium
Political Rally,Afternoon,1108113,Outdoor,912393,443245,2,2026-06-01,12,18.543368,72.54391,0,1,1,1,1,0,1,0,High
Sports Match,Evening,45012,Indoor,46234,60073,9,2026-06-29,6,18.880027,73.265281,0,0,1,1,1,0,1,0,Medium
Private Function,Evening,938,Indoor,1738,4770,5,2026-09-26,2,18.544244,72.982988,0,0,0,0,0,0,0,0,Low
Sports Match,Morning,20964,Outdoor,22535,34123,4,2026-04-18,7,18.70028,73.852512,0,0,1,1,0,0,1,0,Medium
Private Function,Night,954,Indoor,2361,5055,7,2026-04-02,5,18.452207,73.062501,0,0,0,0,0,0,0,0,Low
Protest/March,Night,383004,Outdoor,383004,574506,0,2026-04-19,4,18.171144,73.672852,0,0,1,1,0,1,1,0,Medium
Major Concert,Morning,14688,Indoor,17002,25418,4,2026-07-21,6,18.545487,73.875245,0,0,1,1,0,0,1,1,Medium
Sports Match,Afternoon,5210,Outdoor,8986,29816,29,2026-06-25,4,18.726139,73.299003,0,0,0,1,0,0,0,0,Low
Major Concert,Night,17291,Indoor,19020,19020,2,2026-08-08,5,19.041323,72.7518,1,1,0,1,0,0,1,1,High
Major Concert,Morning,21117,Indoor,23035,28810,4,2026-09-15,7,18.204979,73.174985,0,1,1,1,0,0,1,1,Low
Major Concert,Afternoon,9327,Indoor,10259,10259,2,2026-07-26,3,18.216749,73.245238,1,1,1,1,0,0,0,1,Medium
Sports Match,Evening,1183,Outdoor,2917,11152,9,2026-09-18,4,19.352689,73.383817,0,0,0,1,0,0,1,0,Low
Sports Match,Night,7221,Outdoor,19786,61546,65,2026-06-10,3,18.101016,72.714473,0,1,0,1,0,0,1,0,Low
Political Rally,Morning,33283,Outdoor,36922,63310,7,2026-06-14,7,18.870417,73.942978,1,0,0,1,1,0,1,0,Medium
Major Concert,Afternoon,34581,Outdoor,36396,65563,7,2026-06-23,3,19.461368,72.999052,1,1,0,1,1,0,1,1,Medium
Major Concert,Morning,42872,Outdoor,43858,83576,8,2026-07-11,7,18.876674,73.77534,1,1,1,1,1,0,1,1,Medium
Political Rally,Afternoon,1645149,Outdoor,1128640,658059,3,2026-05-22,53,19.362888,72.538139,0,1,1,1,1,0,1,0,High
Private Function,Afternoon,953,Indoor,1517,4547,5,2026-09-24,2,19.007884,72.743245,0,0,0,0,0,0,0,0,Low
Sports Match,Evening,3181,Outdoor,5977,19649,19,2026-04-28,4,18.667131,73.474829,0,0,0,1,0,0,1,0,Low
Private Function,Night,817,Indoor,2315,7291,7,2026-04-25,2,18.734471,72.906056,0,0,0,0,0,0,0,0,Low
Major Concert,Night,15758,Indoor,17333,17333,2,2026-08-10,3,18.107532,73.550485,1,1,1,1,0,0,1,1,High
Major Concert,Morning,13341,Indoor,14675,14675,2,2026-06-09,5,18.435271,73.411925,1,1,0,1,0,0,1,1,High
Major Concert,Morning,19838,Indoor,21821,21821,2,2026-07-28,5,19.033884,73.823954,1,1,0,1,0,0,1,1,Medium
Political Rally,Night,59454,Indoor,68554,91202,13,2026-05-24,5,19.001192,73.933666,0,1,1,1,1,0,1,0,Medium
Major Concert,Evening,18396,Outdoor,21399,27181,4,2026-07-06,4,18.766151,72.70299,0,0,1,1,0,0,1,1,Medium
Major Concert,Morning,9954,Indoor,10949,10949,2,2026-07-29,4,18.212032,72.910153,1,1,1,1,0,0,0,1,High
Private Function,Evening,997,Indoor,2640,6086,8,2026-05-24,6,18.772875,73.362804,0,0,0,0,0,0,0,0,Low
Private Function,Morning,1142,Outdoor,3059,10156,10,2026-06-25,4,18.164871,73.173634,0,0,0,0,0,0,1,0,Low
Major Concert,Night,11053,Indoor,12158,12158,2,2026-05-25,4,18.964939,72.618504,1,1,1,1,0,0,1,1,High
Protest/March,Night,104671,Outdoor,104671,157006,0,2026-04-30,10,18.438422,73.289391,0,0,1,1,0,1,1,0,High
Political Rally,Night,28572,Outdoor,28627,41272,5,2026-06-01,4,18.412548,73.693119,0,1,1,1,0,0,1,0,Medium
Major Concert,Night,77461,Outdoor,84435,149056,16,2026-04-19,3,19.086186,73.824615,1,1,1,1,1,0,1,1,Medium
Protest/March,Morning,272585,Outdoor,272585,408877,0,2026-04-12,7,18.922193,73.09586,0,0,1,1,0,1,1,0,High
Mega Religious Gathering,Night,1995123,Outdoor,1371147,798049,1,2026-05-01,28,18.392391,73.697096,0,1,0,1,0,1,1,0,High
Private Function,Evening,1221,Outdoor,3313,9099,11,2026-06-07,5,18.907882,73.753676,0,0,0,0,0,0,1,0,Low
Sports Match,Afternoon,3347,Outdoor,8357,22560,27,2026-07-28,2,18.180914,73.389762,0,0,0,1,0,0,1,0,Low
Sports Match,Afternoon,4627,Outdoor,13427,27372,44,2026-05-13,2,18.506694,72.808796,0,0,0,1,0,0,1,0,Low
Major Concert,Evening,40611,Outdoor,41987,56350,8,2026-05-12,5,19.078655,73.354618,0,1,1,1,1,0,1,1,Medium
Private Function,Evening,192,Indoor,501,1548,3,2026-06-12,5,18.517045,73.055131,0,1,0,0,0,0,0,0,Low
Mega Religious Gathering,Evening,724544,Outdoor,592692,289817,1,2026-09-16,67,18.860456,73.037603,0,1,0,1,0,1,1,0,High
Private Function,Morning,1319,Outdoor,3038,8610,10,2026-04-24,3,18.422695,73.280582,0,0,0,0,0,0,1,0,Low
Major Concert,Night,9959,Indoor,10954,10954,2,2026-08-14,5,18.124923,72.88239,1,1,0,1,0,0,0,1,High
Protest/March,Morning,451759,Outdoor,451759,677638,0,2026-06-22,10,18.916613,73.406676,0,0,1,1,0,1,1,0,High
Protest/March,Afternoon,103564,Outdoor,103564,155346,0,2026-07-28,4,18.427344,72.793711,0,0,1,1,0,1,1,0,High
Major Concert,Morning,12845,Indoor,14129,14129,2,2026-06-27,6,18.661125,73.780346,1,1,0,1,0,0,1,1,High
Private Function,Afternoon,322,Outdoor,689,1460,3,2026-07-09,6,19.10913,73.185484,0,0,0,0,0,0,0,0,Low
Sports Match,Morning,9442,Outdoor,18254,45924,60,2026-06-25,2,18.744383,73.510441,0,0,0,1,0,0,0,0,Medium
Political Rally,Afternoon,35326,Outdoor,41447,54193,8,2026-08-15,4,18.613022,73.147895,0,1,1,1,1,0,1,0,Medium
Sports Match,Evening,4529,Outdoor,7192,20145,23,2026-07-02,3,19.478473,72.555852,0,0,0,1,0,0,1,0,Low
Major Concert,Night,5556,Indoor,6111,6111,2,2026-07-13,5,18.977098,73.31267,1,1,1,0,0,0,0,1,High
Sports Match,Morning,3762,Outdoor,10998,22408,36,2026-08-25,5,19.376936,73.415392,0,0,0,1,0,0,1,0,Low
Sports Match,Morning,3308,Outdoor,9406,29442,31,2026-06-05,5,18.766777,73.076411,0,0,0,1,0,0,1,0,Low
Sports Match,Evening,1151,Outdoor,1812,5676,6,2026-08-20,6,19.218737,73.617377,0,0,0,1,0,0,1,0,Low
Sports Match,Morning,5199,Outdoor,14215,29137,47,2026-09-07,6,19.119031,73.805639,0,0,0,1,0,0,0,0,Low
Political Rally,Evening,76225,Outdoor,88550,152262,17,2026-09-18,6,19.081692,73.717392,1,0,0,1,1,0,1,0,Medium
Sports Match,Night,5727,Outdoor,11175,27040,37,2026-05-08,3,18.041308,73.577944,0,1,0,1,0,0,0,0,Low
Private Function,Evening,547,Outdoor,849,3214,3,2026-09-25,2,19.205192,72.956761,0,1,0,0,0,0,0,0,Low
Sports Match,Evening,2930,Outdoor,5674,13519,18,2026-05-29,2,18.202186,72.886442,0,0,0,1,0,0,1,0,Low
Private Function,Night,73,Outdoor,116,232,3,2026-05-01,4,18.309064,73.344734,0,0,0,0,0,0,0,0,Low
Major Concert,Night,24869,Indoor,26453,40187,5,2026-09-09,4,18.6719,72.607602,0,1,1,1,0,0,1,1,Medium
Private Function,Night,595,Indoor,1020,3073,3,2026-07-20,6,19.328906,73.194635,0,0,0,0,0,0,1,0,Low
Private Function,Morning,1145,Indoor,1723,6580,5,2026-09-11,5,18.469176,73.585524,0,0,0,0,0,0,1,0,Low
Sports Match,Night,43870,Outdoor,52011,100818,10,2026-06-09,7,18.203298,72.776253,1,0,0,1,1,0,1,0,Medium
Sports Match,Evening,56674,Outdoor,62520,77551,12,2026-09-19,3,18.835053,73.69516,1,0,0,1,1,0,1,0,Medium
Major Concert,Evening,36852,Indoor,42274,74510,8,2026-08-17,5,18.579549,72.781556,0,1,1,1,1,0,1,1,Medium
Political Rally,Evening,62683,Indoor,67907,129672,13,2026-07-25,3,19.353829,72.764139,0,1,1,1,1,0,1,0,Medium
Major Concert,Afternoon,55071,Indoor,61262,103189,12,2026-05-26,7,18.486351,73.833607,0,1,1,1,1,0,1,1,Medium
Private Function,Morning,1425,Outdoor,3627,13576,12,2026-05-24,2,18.091423,73.5739,0,0,0,0,0,0,1,0,Low
Private Function,Night,1385,Outdoor,2269,7312,7,2026-07-16,2,18.068468,73.004245,0,1,0,0,0,0,0,0,Low
Sports Match,Evening,5137,Outdoor,9026,34093,30,2026-07-07,3,19.322222,73.655762,0,0,0,1,0,0,0,0,Low
Political Rally,Evening,37408,Outdoor,41443,56488,8,2026-07-09,7,19.443891,72.869198,1,1,1,1,1,0,1,0,Medium
Political Rally,Morning,50036,Outdoor,51539,93656,10,2026-09-02,7,18.640662,73.949641,1,1,1,1,1,0,1,0,Low
Political Rally,Night,66409,Outdoor,66806,97157,13,2026-06-01,8,18.889427,73.765679,0,0,0,1,1,0,1,0,Medium
Major Concert,Afternoon,62731,Indoor,67016,116708,13,2026-05-18,3,18.406176,73.771697,0,1,1,1,1,0,1,1,Medium
Sports Match,Morning,1546,Outdoor,2420,6627,8,2026-04-25,6,19.453394,73.121925,0,1,0,1,0,0,1,0,Low
Political Rally,Morning,900541,Outdoor,597575,360216,3,2026-08-08,24,18.817771,73.075224,0,1,1,1,1,0,1,0,High
Protest/March,Night,464930,Outdoor,464930,697395,0,2026-04-10,10,18.874185,72.759987,0,0,1,1,0,1,1,0,High
Major Concert,Night,63391,Outdoor,75196,141444,15,2026-09-06,3,18.14189,72.540306,1,1,0,1,1,0,1,1,Medium
Sports Match,Afternoon,6699,Outdoor,12309,44892,41,2026-09-05,5,18.073262,72.604395,0,0,0,1,0,0,1,0,Low
Sports Match,Morning,9431,Outdoor,18880,75455,62,2026-09-26,6,18.684806,73.113224,0,0,0,1,0,0,1,0,Low
Sports Match,Morning,29684,Indoor,29800,58980,5,2026-07-06,7,18.654184,73.967686,0,1,0,1,0,0,1,0,Medium
Private Function,Evening,1482,Indoor,2629,5502,8,2026-04-12,5,18.525978,73.197366,0,1,0,0,0,0,1,0,Low
Major Concert,Evening,22930,Indoor,23378,31115,4,2026-05-21,5,18.859523,73.161711,0,1,1,1,0,0,1,1,Medium
Political Rally,Morning,1426805,Outdoor,1032098,570722,3,2026-06-23,35,18.046398,73.999982,0,1,0,1,1,0,1,0,High
Major Concert,Morning,45931,Outdoor,46616,84561,9,2026-08-09,8,18.771599,73.612509,1,0,0,1,1,0,1,1,Medium
Private Function,Morning,337,Indoor,816,2351,3,2026-09-20,6,18.469253,73.941829,0,0,0,0,0,0,1,0,Low
Protest/March,Evening,423046,Outdoor,423046,634569,0,2026-05-02,6,18.3701,73.129417,0,0,1,1,0,1,1,0,High
Political Rally,Evening,66853,Outdoor,71887,111006,14,2026-04-25,3,19.478389,72.673348,1,0,0,1,1,0,1,0,Medium
Major Concert,Morning,12462,Indoor,13708,13708,2,2026-08-25,3,18.601003,73.338587,1,1,1,1,0,0,1,1,High
Political Rally,Night,78318,Outdoor,90108,108601,18,2026-08-08,5,18.503374,72.743728,1,1,0,1,1,0,1,0,Medium
Major Concert,Afternoon,18216,Indoor,20037,20037,2,2026-07-04,4,18.651376,72.541048,1,1,1,1,0,0,1,1,High
Sports Match,Night,29628,Outdoor,32562,54832,6,2026-09-06,3,18.645206,73.36971,1,1,1,1,0,0,1,0,Medium
Major Concert,Evening,7228,Indoor,7950,7950,2,2026-07-09,4,18.922473,73.117053,1,1,0,1,0,0,0,1,High
Sports Match,Evening,1357,Outdoor,2835,9238,9,2026-07-03,5,18.441753,72.52955,0,0,0,1,0,0,1,0,Low
Political Rally,Afternoon,62949,Indoor,64681,110009,12,2026-05-25,3,18.618601,73.967837,0,1,0,1,1,0,1,0,Medium
Sports Match,Afternoon,43000,Indoor,48776,89416,9,2026-08-11,4,19.270313,73.30686,0,1,1,1,1,0,1,0,Medium
Major Concert,Evening,69415,Indoor,79899,112592,15,2026-06-01,6,18.227538,72.94332,0,1,1,1,1,0,1,1,Medium
Political Rally,Morning,73330,Indoor,74086,130763,14,2026-08-24,4,18.498599,73.288903,0,1,0,1,1,0,1,0,Medium
Private Function,Morning,1363,Outdoor,3814,12972,12,2026-07-22,5,18.23833,73.759499,0,0,0,0,0,0,0,0,Low
Private Function,Evening,631,Indoor,1547,3463,5,2026-08-02,3,19.323141,73.722569,0,0,0,0,0,0,0,0,Low
Major Concert,Evening,77601,Indoor,86650,164274,17,2026-08-01,3,19.270649,72.777609,0,1,0,1,1,0,1,1,Medium
Major Concert,Afternoon,23298,Outdoor,25438,33164,5,2026-06-02,3,18.367981,73.883316,0,1,1,1,0,0,1,1,Medium
Major Concert,Afternoon,15506,Outdoor,18374,23965,4,2026-07-31,4,18.52916,73.966192,1,1,1,1,0,0,1,1,Medium
Protest/March,Morning,493709,Outdoor,493709,740563,0,2026-06-13,10,18.252774,73.234894,0,0,1,1,0,1,1,0,High
Mega Religious Gathering,Afternoon,1271409,Outdoor,810080,508563,3,2026-05-15,58,19.431938,73.238582,0,1,0,1,0,1,1,0,High
Protest/March,Night,169980,Outdoor,169980,254970,0,2026-04-19,5,19.320118,73.998652,0,0,1,1,0,1,1,0,High
Sports Match,Afternoon,14856,Outdoor,16518,29622,4,2026-09-06,5,18.272188,73.793876,1,0,1,1,0,0,1,0,Medium
Major Concert,Evening,5199,Indoor,5718,5718,2,2026-09-03,5,18.492793,72.777006,1,1,1,1,0,0,0,1,High
